ru_word,en_word,transcription,example_en,example_ru
удалять,remove,[rɪˈmu:v],Remove a 1st degree connection.,удалить контакт 1-го уровня.
оказывать,render,[ˈrendə],We’ll render you paramedical help,Мы окажем Вам доврачебную помощь
возобновлять,renew,[rɪˈnju:],The auto renew date is shown.,Показана дата автоматического возобновления.
известный,renowned,[rɪˈnaund],Mercury is a locally renowned street artist.,Меркьюри - известный уличный художник.
аренда,rent,[rent],Where can I rent tennis rackets?,Где можно взять в аренду теннисные ракетки?
арендовать,rent,[rent],We can rent a car.,Мы можем арендовать машину.
аренда,rental,[ˈrentl],What is the monthly rental cost?,Какова месячная стоимость аренды?
ремонт,repair,[rɪˈpɛə],Submit an online repair request.,Отправьте заявку на ремонт по Интернету.
восстанавливать,repair,[rɪˈpɛə],And they can repair themselves for longevity.,И они могут восстанавливать себя в течение долгой жизни.
повторение,repeat,[rɪˈpi:t],A repeat of this scenario seems possible:,Повторение этого сценария кажется возможным:
повторять,repeat,[rɪˈpi:t],Repeat steps 10 and 11.,Повторите шаги 10 и 11.
неоднократный,repeated,[rɪˈpi:tɪd],"But, despite repeated attempts, African countries have not.","А страны Африки, несмотря на неоднократные попытки, этого сделать не смогли."
